Dedo,Movimento,Repetição,Timestamp,Canal1,Canal2,Canal3,Canal4,Canal5,Canal6,Canal7,Canal8
1,Flexão,3,1759150220337728,-5,-4,-12,-40,2,-1,-7,-11
1,Flexão,3,1759150220337728,-1,-1,-1,1,-16,-6,-4,-4
1,Flexão,3,1759150220360415,1,3,7,18,11,1,-1,-3
1,Flexão,3,1759150220360415,4,7,-4,0,2,-1,3,5
1,Flexão,3,1759150220360415,-1,-3,8,-1,0,5,3,4
1,Flexão,3,1759150220360415,0,-5,-6,-6,7,-3,-2,-1
1,Flexão,3,1759150220374510,3,5,12,16,-7,-2,-1,5
1,Flexão,3,1759150220374510,1,3,0,-15,-6,0,0,0
1,Flexão,3,1759150220374510,-4,-9,-8,18,6,-1,-1,-2
1,Flexão,3,1759150220374510,-2,8,6,-2,-6,-8,-3,-4
1,Flexão,3,1759150220396593,2,1,-5,-20,-19,3,0,3
1,Flexão,3,1759150220396593,-4,0,2,1,0,-2,-6,-7
1,Flexão,3,1759150220397506,0,0,3,3,-17,1,0,2
1,Flexão,3,1759150220397506,-2,1,4,8,-4,-4,-1,3
1,Flexão,3,1759150220420285,-1,-4,-3,-14,-2,6,2,-5
1,Flexão,3,1759150220420285,0,-3,1,-3,-12,-9,0,-2
1,Flexão,3,1759150220421246,-2,-4,-8,-2,7,-4,-2,-3
1,Flexão,3,1759150220421246,3,3,5,-15,-14,-3,-1,4
1,Flexão,4,1759150221222866,1,3,3,2,-17,-6,1,0
1,Flexão,4,1759150221222866,-1,-7,-17,12,28,5,0,-1
1,Flexão,4,1759150221222866,-4,-6,-4,-19,-23,-1,-1,-2
1,Flexão,4,1759150221222866,3,2,10,5,-9,1,0,2
1,Flexão,4,1759150221236802,0,6,8,9,23,2,-2,0
1,Flexão,4,1759150221236802,0,-1,-1,4,-3,1,0,0
1,Flexão,4,1759150221237869,-2,0,-3,-4,3,-4,2,0
1,Flexão,4,1759150221237869,-2,-1,-2,-3,-7,-3,-2,-2
1,Flexão,4,1759150221259367,-2,1,-2,16,16,-2,1,-2
1,Flexão,4,1759150221259367,0,-10,-7,-26,-20,0,0,1
1,Flexão,4,1759150221260383,-2,-9,-12,21,46,-4,-2,-2
1,Flexão,4,1759150221260383,-1,10,18,-44,-57,0,1,-3
1,Flexão,4,1759150221282917,0,-3,-10,30,17,2,2,0
1,Flexão,4,1759150221282917,2,6,1,3,-9,0,-1,-1
1,Flexão,4,1759150221282917,0,4,9,-7,2,3,-2,1
1,Flexão,4,1759150221282917,-1,-2,2,12,16,0,-2,0
1,Flexão,4,1759150221296341,4,3,-2,-6,-5,-3,2,1
1,Flexão,4,1759150221296341,-2,-8,-2,-6,-4,-5,-2,-2
1,Flexão,4,1759150221297310,0,1,-3,-4,-11,-1,-1,0
1,Flexão,4,1759150221297310,-4,-11,-18,-13,-14,-3,-6,-2
1,Flexão,4,1759150221319248,0,4,13,-1,1,4,1,-1
1,Flexão,4,1759150221319248,-1,0,0,11,16,-7,-3,-2
1,Flexão,4,1759150221320173,-2,0,5,0,-13,6,0,-1
1,Flexão,4,1759150221320173,-2,-5,-4,-1,-2,2,0,-3
1,Flexão,4,1759150221342632,-5,-6,4,-15,-6,-1,-3,-2
1,Flexão,4,1759150221342632,4,12,2,22,14,-2,-2,3
1,Flexão,4,1759150221343618,1,0,1,3,-6,-5,-1,0
1,Flexão,4,1759150221343618,-2,-4,1,8,18,0,0,0
1,Flexão,4,1759150221357208,1,3,0,-6,-7,-1,-2,1
1,Flexão,4,1759150221357208,-3,0,7,-14,-19,1,-1,-2
1,Flexão,4,1759150221357208,-1,1,0,10,13,2,0,-1
1,Flexão,4,1759150221357208,-2,-2,-1,2,-6,-6,-1,0
1,Flexão,4,1759150221378975,-1,-3,-12,-10,-18,-2,-1,0
1,Flexão,4,1759150221378975,-6,-12,-1,8,3,0,-2,-2
1,Flexão,4,1759150221379978,0,-4,-15,-12,-13,2,2,0
1,Flexão,4,1759150221379978,-5,-3,17,6,6,-10,-5,-4
1,Flexão,4,1759150221402279,1,2,-3,-1,-13,2,0,-1
1,Flexão,4,1759150221402279,-2,-3,0,-1,5,3,-2,-1
1,Flexão,4,1759150221403282,1,-1,-2,2,7,-3,-1,2
1,Flexão,4,1759150221403282,0,-1,9,1,0,3,-1,-1
1,Flexão,4,1759150221415774,0,1,4,-17,-13,0,-1,-1
1,Flexão,4,1759150221415774,-1,-1,3,12,11,1,-2,-2
1,Flexão,4,1759150221424331,-1,-1,-1,-1,4,5,1,-1
1,Flexão,4,1759150221424331,1,9,0,3,-24,-9,-2,0
1,Flexão,4,1759150221439841,1,-3,-3,-51,-27,1,1,1
1,Flexão,4,1759150221439841,0,-2,-2,10,21,2,0,-1
1,Flexão,4,1759150221440841,0,1,-1,18,16,-2,-1,1
1,Flexão,4,1759150221440841,0,-3,-12,-3,-9,-2,-1,1
1,Flexão,4,1759150221463359,-4,-9,0,7,23,-2,-6,-6
1,Flexão,4,1759150221463359,7,18,3,12,12,4,5,4
1,Flexão,4,1759150221463359,-5,-1,2,-26,-42,-10,-2,-4
1,Flexão,4,1759150221463359,1,0,-9,5,0,-3,-2,-2
1,Flexão,4,1759150221476012,1,-3,0,18,2,0,1,-1
1,Flexão,4,1759150221476012,-2,-8,-6,-23,-4,-3,-1,-1
1,Flexão,4,1759150221484545,-1,1,5,0,2,1,-1,-1
1,Flexão,4,1759150221484545,-1,-2,-4,-5,-4,1,2,-1
1,Flexão,4,1759150221499119,0,1,-1,10,29,1,0,0
1,Flexão,4,1759150221499119,1,-2,-3,1,-25,-4,-2,-1
1,Flexão,4,1759150221500116,-8,-18,-10,-16,11,1,-3,-5
1,Flexão,4,1759150221500116,3,5,8,-2,-13,10,6,2
1,Flexão,4,1759150221521966,1,3,-1,5,-13,-3,-1,1
1,Flexão,4,1759150221521966,-1,-1,4,24,2,-2,0,-2
1,Flexão,4,1759150221522948,-3,-5,-5,-20,8,-2,-3,-2
1,Flexão,4,1759150221522948,0,-3,-8,6,23,-2,-3,0
1,Flexão,4,1759150221535723,-1,0,0,-3,-7,1,0,-2
1,Flexão,4,1759150221535723,-4,-3,5,16,-13,3,3,-1
1,Flexão,4,1759150221543610,3,1,-14,-23,-2,-6,-1,-1
1,Flexão,4,1759150221543610,-6,1,11,-10,0,-4,-3,-2
1,Flexão,4,1759150221558899,-2,2,2,3,-3,-3,-1,1
1,Flexão,4,1759150221558899,-2,-4,-2,2,-4,2,-1,-1
1,Flexão,4,1759150221559878,3,0,-3,15,5,9,2,1
